PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME,CARRIER_NAME,ORIGIN_CITY_NAME,DEST_CITY_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DEST_LATITUDE,DEST_LONGITUDE
293088,564780576,"Delta Air Lines Inc.-Detroit, MI-Seattle, WA Total Total",Delta Air Lines Inc.,"Detroit, MI","Seattle, WA",42.3315509,-83.0466403,47.6038321,-122.330062
293010,301214280,"American Airlines Inc.-Dallas/Fort Worth, TX-Cancun, Mexico Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Cancun, Mexico",32.8369894,-97.033926,21.1527467,-86.8425761
292576,2361088320,"Cathay Pacific Airways Ltd.-Hong Kong, Hong Kong-New York, NY Total Total",Cathay Pacific Airways Ltd.,"Hong Kong, Hong Kong","New York, NY",22.2793278,114.1628131,40.7127281,-74.0060152
292412,102051788,"Southwest Airlines Co.-Chicago, IL-Minneapolis, MN Total Total",Southwest Airlines Co.,"Chicago, IL","Minneapolis, MN",41.8755616,-87.6244212,44.9772995,-93.2654692
291809,174793591,"American Airlines Inc.-Chicago, IL-Charlotte, NC Total Total",American Airlines Inc.,"Chicago, IL","Charlotte, NC",41.8755616,-87.6244212,35.2272086,-80.8430827
291680,184341760,"Delta Air Lines Inc.-Detroit, MI-Boston, MA Total Total",Delta Air Lines Inc.,"Detroit, MI","Boston, MA",42.3315509,-83.0466403,42.3554334,-71.060511
291088,648252976,"United Air Lines Inc.-Las Vegas, NV-Newark, NJ Total Total",United Air Lines Inc.,"Las Vegas, NV","Newark, NJ",36.1674263,-115.1484131,40.735657,-74.1723667
291087,950399055,"British Airways Plc-Boston, MA-London, United Kingdom Total Total",British Airways Plc,"Boston, MA","London, United Kingdom",42.3554334,-71.060511,51.4893335,-0.1440551
290785,325969985,"JetBlue Airways-Orlando, FL-Boston, MA Total Total",JetBlue Airways,"Orlando, FL","Boston, MA",28.5421109,-81.3790304,42.3554334,-71.060511
290475,128970900,"Delta Air Lines Inc.-Atlanta, GA-Sarasota/Bradenton, FL Total Total",Delta Air Lines Inc.,"Atlanta, GA","Sarasota/Bradenton, FL",33.7544657,-84.3898151,27.3959884,-82.5540742
290251,2107222260,"Cathay Pacific Airways Ltd.-Hong Kong, Hong Kong-Los Angeles, CA Total Total",Cathay Pacific Airways Ltd.,"Hong Kong, Hong Kong","Los Angeles, CA",22.2793278,114.1628131,34.0536909,-118.242766
289722,97636314,"Southwest Airlines Co.-Los Angeles, CA-San Francisco, CA Total Total",Southwest Airlines Co.,"Los Angeles, CA","San Francisco, CA",34.0536909,-118.242766,37.7792588,-122.4193286
289072,448928816,"Aeromexico-Los Angeles, CA-Mexico City, Mexico Total Total",Aeromexico,"Los Angeles, CA","Mexico City, Mexico",34.0536909,-118.242766,19.3207722,-99.1514678
289055,323452545,"American Airlines Inc.-Dallas/Fort Worth, TX-Fort Lauderdale, FL Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Fort Lauderdale, FL",32.8369894,-97.033926,26.1223084,-80.1433786
289037,505814750,"Southwest Airlines Co.-Chicago, IL-Los Angeles, CA Total Total",Southwest Airlines Co.,"Chicago, IL","Los Angeles, CA",41.8755616,-87.6244212,34.0536909,-118.242766
288877,2097247020,"Cathay Pacific Airways Ltd.-Los Angeles, CA-Hong Kong, Hong Kong Total Total",Cathay Pacific Airways Ltd.,"Los Angeles, CA","Hong Kong, Hong Kong",34.0536909,-118.242766,22.2793278,114.1628131
288606,116885430,"Southwest Airlines Co.-Kansas City, MO-Chicago, IL Total Total",Southwest Airlines Co.,"Kansas City, MO","Chicago, IL",39.100105,-94.5781416,41.8755616,-87.6244212
288446,504492054,"Delta Air Lines Inc.-Las Vegas, NV-Detroit, MI Total Total",Delta Air Lines Inc.,"Las Vegas, NV","Detroit, MI",36.1674263,-115.1484131,42.3315509,-83.0466403
288322,106679140,"Southwest Airlines Co.-Los Angeles, CA-Phoenix, AZ Total Total",Southwest Airlines Co.,"Los Angeles, CA","Phoenix, AZ",34.0536909,-118.242766,33.4484367,-112.074141
288137,269984369,"Southwest Airlines Co.-Chicago, IL-Houston, TX Total Total",Southwest Airlines Co.,"Chicago, IL","Houston, TX",41.8755616,-87.6244212,29.7589382,-95.3676974
287417,502692333,"Delta Air Lines Inc.-Detroit, MI-Las Vegas, NV Total Total",Delta Air Lines Inc.,"Detroit, MI","Las Vegas, NV",42.3315509,-83.0466403,36.1674263,-115.1484131
286444,96531628,"Southwest Airlines Co.-San Francisco, CA-Los Angeles, CA Total Total",Southwest Airlines Co.,"San Francisco, CA","Los Angeles, CA",37.7792588,-122.4193286,34.0536909,-118.242766
286395,207636375,"Southwest Airlines Co.-Chicago, IL-New York, NY Total Total",Southwest Airlines Co.,"Chicago, IL","New York, NY",41.8755616,-87.6244212,40.7127281,-74.0060152
285693,636238311,"United Air Lines Inc.-Newark, NJ-Las Vegas, NV Total Total",United Air Lines Inc.,"Newark, NJ","Las Vegas, NV",40.735657,-74.1723667,36.1674263,-115.1484131
285582,2304646740,"Cathay Pacific Airways Ltd.-New York, NY-Hong Kong, Hong Kong Total Total",Cathay Pacific Airways Ltd.,"New York, NY","Hong Kong, Hong Kong",40.7127281,-74.0060152,22.2793278,114.1628131
285366,1556956896,"British Airways Plc-London, United Kingdom-Los Angeles, CA Total Total",British Airways Plc,"London, United Kingdom","Los Angeles, CA",51.4893335,-0.1440551,34.0536909,-118.242766
284950,266998150,"Southwest Airlines Co.-Houston, TX-Chicago, IL Total Total",Southwest Airlines Co.,"Houston, TX","Chicago, IL",29.7589382,-95.3676974,41.8755616,-87.6244212
284862,498508500,"Southwest Airlines Co.-Los Angeles, CA-Chicago, IL Total Total",Southwest Airlines Co.,"Los Angeles, CA","Chicago, IL",34.0536909,-118.242766,41.8755616,-87.6244212
284587,117819018,"Virgin America-Las Vegas, NV-San Francisco, CA Total Total",Virgin America,"Las Vegas, NV","San Francisco, CA",36.1674263,-115.1484131,37.7792588,-122.4193286
284480,192877440,"American Airlines Inc.-Philadelphia, PA-Chicago, IL Total Total",American Airlines Inc.,"Philadelphia, PA","Chicago, IL",39.9527237,-75.1635262,41.8755616,-87.6244212
284270,96083260,"Southwest Airlines Co.-Phoenix, AZ-Santa Ana, CA Total Total",Southwest Airlines Co.,"Phoenix, AZ","Santa Ana, CA",33.4484367,-112.074141,33.7494951,-117.873221
283438,1927094962,"Eva Airways Corporation-Los Angeles, CA-Taipei, Taiwan Total Total",Eva Airways Corporation,"Los Angeles, CA","Taipei, Taiwan",34.0536909,-118.242766,25.0375198,121.5636796
283090,530510660,"United Air Lines Inc.-Houston, TX-Seattle, WA Total Total",United Air Lines Inc.,"Houston, TX","Seattle, WA",29.7589382,-95.3676974,47.6038321,-122.330062
282688,117032832,"Virgin America-San Francisco, CA-Las Vegas, NV Total Total",Virgin America,"San Francisco, CA","Las Vegas, NV",37.7792588,-122.4193286,36.1674263,-115.1484131
282279,191385162,"American Airlines Inc.-Chicago, IL-Philadelphia, PA Total Total",American Airlines Inc.,"Chicago, IL","Philadelphia, PA",41.8755616,-87.6244212,39.9527237,-75.1635262
281797,437630741,"Aeromexico-Mexico City, Mexico-Los Angeles, CA Total Total",Aeromexico,"Mexico City, Mexico","Los Angeles, CA",19.3207722,-99.1514678,34.0536909,-118.242766
281475,1143728280,"American Airlines Inc.-Miami, FL-Sao Paulo, Brazil Total Total",American Airlines Inc.,"Miami, FL","Sao Paulo, Brazil",25.7741728,-80.19362,-23.5506507,-46.6333824
281379,129434340,"American Airlines Inc.-Dallas/Fort Worth, TX-Kansas City, MO Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Kansas City, MO",32.8369894,-97.033926,39.100105,-94.5781416
281099,526779526,"United Air Lines Inc.-Seattle, WA-Houston, TX Total Total",United Air Lines Inc.,"Seattle, WA","Houston, TX",47.6038321,-122.330062,29.7589382,-95.3676974
280463,97881587,"Southwest Airlines Co.-Minneapolis, MN-Chicago, IL Total Total",Southwest Airlines Co.,"Minneapolis, MN","Chicago, IL",44.9772995,-93.2654692,41.8755616,-87.6244212
280016,182010400,"American Airlines Inc.-Charlotte, NC-Miami, FL Total Total",American Airlines Inc.,"Charlotte, NC","Miami, FL",35.2272086,-80.8430827,25.7741728,-80.19362
279763,115821882,"Southwest Airlines Co.-Las Vegas, NV-San Francisco, CA Total Total",Southwest Airlines Co.,"Las Vegas, NV","San Francisco, CA",36.1674263,-115.1484131,37.7792588,-122.4193286
279723,128672580,"American Airlines Inc.-Kansas City, MO-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Kansas City, MO","Dallas/Fort Worth, TX",39.100105,-94.5781416,32.8369894,-97.033926
279595,366269450,"Delta Air Lines Inc.-Orlando, FL-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Orlando, FL","Minneapolis, MN",28.5421109,-81.3790304,44.9772995,-93.2654692
279511,190067480,"Delta Air Lines Inc.-Denver, CO-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Denver, CO","Minneapolis, MN",39.7392364,-104.984862,44.9772995,-93.2654692
279362,1137562064,"Transportes Aeros Meridiona-Sao Paulo, Brazil-Miami, FL Total Total",Transportes Aeros Meridiona,"Sao Paulo, Brazil","Miami, FL",-23.5506507,-46.6333824,25.7741728,-80.19362
279260,1137146720,"Transportes Aeros Meridiona-Miami, FL-Sao Paulo, Brazil Total Total",Transportes Aeros Meridiona,"Miami, FL","Sao Paulo, Brazil",25.7741728,-80.19362,-23.5506507,-46.6333824
278985,1099200900,"Delta Air Lines Inc.-Detroit, MI-Amsterdam, Netherlands Total Total",Delta Air Lines Inc.,"Detroit, MI","Amsterdam, Netherlands",42.3315509,-83.0466403,52.3730796,4.8924534
278172,281788236,"American Airlines Inc.-Miami, FL-Philadelphia, PA Total Total",American Airlines Inc.,"Miami, FL","Philadelphia, PA",25.7741728,-80.19362,39.9527237,-75.1635262
278032,62835232,"Southwest Airlines Co.-Las Vegas, NV-Santa Ana, CA Total Total",Southwest Airlines Co.,"Las Vegas, NV","Santa Ana, CA",36.1674263,-115.1484131,33.7494951,-117.873221
277892,1516178752,"British Airways Plc-Los Angeles, CA-London, United Kingdom Total Total",British Airways Plc,"Los Angeles, CA","London, United Kingdom",34.0536909,-118.242766,51.4893335,-0.1440551
277873,188953640,"Delta Air Lines Inc.-Minneapolis, MN-Denver, CO Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Denver, CO",44.9772995,-93.2654692,39.7392364,-104.984862
277854,225895302,"American Airlines Inc.-Dallas/Fort Worth, TX-Tucson, AZ Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Tucson, AZ",32.8369894,-97.033926,32.2228765,-110.974847
277529,275031239,"Delta Air Lines Inc.-Minneapolis, MN-Salt Lake City, UT Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Salt Lake City, UT",44.9772995,-93.2654692,40.7596198,-111.886797
276447,1879563153,"Eva Airways Corporation-Taipei, Taiwan-Los Angeles, CA Total Total",Eva Airways Corporation,"Taipei, Taiwan","Los Angeles, CA",25.0375198,121.5636796,34.0536909,-118.242766
276410,120514760,"Southwest Airlines Co.-New Orleans, LA-Dallas, TX Total Total",Southwest Airlines Co.,"New Orleans, LA","Dallas, TX",29.9559145,-90.0730259,32.7762719,-96.7968559
276011,1121504360,"American Airlines Inc.-Sao Paulo, Brazil-Miami, FL Total Total",American Airlines Inc.,"Sao Paulo, Brazil","Miami, FL",-23.5506507,-46.6333824,25.7741728,-80.19362
275470,111289880,"Southwest Airlines Co.-Sacramento, CA-Santa Ana, CA Total Total",Southwest Airlines Co.,"Sacramento, CA","Santa Ana, CA",38.5810606,-121.493895,33.7494951,-117.873221
275235,173948520,"Delta Air Lines Inc.-Boston, MA-Detroit, MI Total Total",Delta Air Lines Inc.,"Boston, MA","Detroit, MI",42.3554334,-71.060511,42.3315509,-83.0466403
275154,111162216,"Southwest Airlines Co.-Santa Ana, CA-Sacramento, CA Total Total",Southwest Airlines Co.,"Santa Ana, CA","Sacramento, CA",33.7494951,-117.873221,38.5810606,-121.493895
274891,223486383,"American Airlines Inc.-Tucson, AZ-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Tucson, AZ","Dallas/Fort Worth, TX",32.2228765,-110.974847,32.8369894,-97.033926
274807,359997170,"Delta Air Lines Inc.-Minneapolis, MN-Orlando, FL Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Orlando, FL",44.9772995,-93.2654692,28.5421109,-81.3790304
274602,597533952,"Air Canada-Los Angeles, CA-Toronto, Canada Total Total",Air Canada,"Los Angeles, CA","Toronto, Canada",34.0536909,-118.242766,43.6534817,-79.3839347
274378,103440506,"Southwest Airlines Co.-Manchester, NH-Baltimore, MD Total Total",Southwest Airlines Co.,"Manchester, NH","Baltimore, MD",42.9956397,-71.4547891,39.2908816,-76.610759
274062,700502472,"Hawaiian Airlines Inc.-Honolulu, HI-Los Angeles, CA Total Total",Hawaiian Airlines Inc.,"Honolulu, HI","Los Angeles, CA",21.304547,-157.855676,34.0536909,-118.242766
273722,145346382,"American Airlines Inc.-Miami, FL-Cancun, Mexico Total Total",American Airlines Inc.,"Miami, FL","Cancun, Mexico",25.7741728,-80.19362,21.1527467,-86.8425761
273609,92479842,"Southwest Airlines Co.-Santa Ana, CA-Phoenix, AZ Total Total",Southwest Airlines Co.,"Santa Ana, CA","Phoenix, AZ",33.7494951,-117.873221,33.4484367,-112.074141
272333,112745862,"Southwest Airlines Co.-San Francisco, CA-Las Vegas, NV Total Total",Southwest Airlines Co.,"San Francisco, CA","Las Vegas, NV",37.7792588,-122.4193286,36.1674263,-115.1484131
272188,102614876,"Southwest Airlines Co.-Baltimore, MD-Manchester, NH Total Total",Southwest Airlines Co.,"Baltimore, MD","Manchester, NH",39.2908816,-76.610759,42.9956397,-71.4547891
271980,118583280,"Southwest Airlines Co.-Dallas, TX-New Orleans, LA Total Total",Southwest Airlines Co.,"Dallas, TX","New Orleans, LA",32.7762719,-96.7968559,29.9559145,-90.0730259
271878,300969566,"Alaska Airlines Inc.-Phoenix, AZ-Seattle, WA Total Total",Alaska Airlines Inc.,"Phoenix, AZ","Seattle, WA",33.4484367,-112.074141,47.6038321,-122.330062
271878,565234362,"Delta Air Lines Inc.-San Francisco, CA-Detroit, MI Total Total",Delta Air Lines Inc.,"San Francisco, CA","Detroit, MI",37.7792588,-122.4193286,42.3315509,-83.0466403
271821,76925343,"Southwest Airlines Co.-Hartford, CT-Baltimore, MD Total Total",Southwest Airlines Co.,"Hartford, CT","Baltimore, MD",41.764582,-72.6908547,39.2908816,-76.610759
270830,109415320,"Southwest Airlines Co.-Atlanta, GA-Orlando, FL Total Total",Southwest Airlines Co.,"Atlanta, GA","Orlando, FL",33.7544657,-84.3898151,28.5421109,-81.3790304
270322,61092772,"Southwest Airlines Co.-Santa Ana, CA-Las Vegas, NV Total Total",Southwest Airlines Co.,"Santa Ana, CA","Las Vegas, NV",33.7494951,-117.873221,36.1674263,-115.1484131
268931,297707217,"Alaska Airlines Inc.-Seattle, WA-Phoenix, AZ Total Total",Alaska Airlines Inc.,"Seattle, WA","Phoenix, AZ",47.6038321,-122.330062,33.4484367,-112.074141
268838,275021274,"United Air Lines Inc.-West Palm Beach/Palm Beach, FL-Newark, NJ Total Total",United Air Lines Inc.,"West Palm Beach/Palm Beach, FL","Newark, NJ",26.715364,-80.0532942,40.735657,-74.1723667
268819,169355970,"Delta Air Lines Inc.-Salt Lake City, UT-Portland, OR Total Total",Delta Air Lines Inc.,"Salt Lake City, UT","Portland, OR",40.7596198,-111.886797,45.5202471,-122.674194
268787,76066721,"Southwest Airlines Co.-Baltimore, MD-Hartford, CT Total Total",Southwest Airlines Co.,"Baltimore, MD","Hartford, CT",39.2908816,-76.610759,41.764582,-72.6908547
